question_text,question_context,grade,topic,followup_1,followup_1_context,followup_2,followup_2_context,answer_junior,answer_middle,answer_senior,source
"Какие роли в команде, откуда приходят требования, какие задачи и вызовы стоят перед аналитиком, работа по спринтам?","Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «Роль аналитика в команде (проект 4)».",мидл,требования,а если требования от двух источников противоречат друг другу - как определяете приоритет?,Интервьюер усложняет исходный кейс и проверяет разрешение противоречащих требований.,"как вы понимаете, что задача полностью готова для передачи в разработку, а не наполовину проработана?",Теперь интервьюер проверяет готовность задачи к разработке и последствия выбранного решения.,"Аналитик выявляет и согласует требования, моделирует процессы и данные, готовит постановки и сопровождает разработку и тестирование. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Аналитик выявляет и согласует требования, моделирует процессы и данные, готовит постановки и сопровождает разработку и тестирование. Нужен конкретный пример входа требования, уточнений со стейкхолдерами, декомпозиции, Definition of Ready и работы в спринте. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Аналитик выявляет и согласует требования, моделирует процессы и данные, готовит постановки и сопровождает разработку и тестирование. Нужен конкретный пример входа требования, уточнений со стейкхолдерами, декомпозиции, Definition of Ready и работы в спринте. Сильный ответ показывает управление конфликтами, трассировку решений, риски, влияние на продукт и измеримый результат.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0
"Сильные и слабые стороны, ред-флаги в поведении коллег, что нравится и не нравится в работе?","Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «Личностные качества».",джун-мидл,требования,а если слабая сторона напрямую влияет на текущие задачи - как вы с этим справляетесь прямо сейчас?,Интервьюер усложняет исходный кейс и проверяет работу со слабой стороной в текущих задачах.,"был случай, когда ред-флаг, который вы заметили, оказался ложной тревогой?",Теперь интервьюер проверяет проверку собственных предположений о коллегах и последствия выбранного решения.,"Сильные стороны подтверждаются примером, слабая сторона — реальным ограничением и способом компенсации. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Сильные стороны подтверждаются примером, слабая сторона — реальным ограничением и способом компенсации. Ред-флаги описываются через наблюдаемое поведение и влияние на работу, без ярлыков и перехода на личности. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Сильные стороны подтверждаются примером, слабая сторона — реальным ограничением и способом компенсации. Ред-флаги описываются через наблюдаемое поведение и влияние на работу, без ярлыков и перехода на личности. Сильный ответ демонстрирует рефлексию, обратную связь, границы и конкретный прогресс, а не заученные качества.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0
"Как по бизнес-требованиям определить нужную архитектуру, если функциональные требования еще не описаны? Аналитик описывает API-контракты - верно? Почему в банках чаще выбирают микросервисную архитектуру?","Представь, что интервьюер просит обосновать архитектурное решение и его ограничения. Тема исходного документа: «Роль аналитика в выборе архитектуры».",сеньор,архитектура,"а если архитектор принял решение, с которым вы не согласны на основе своего анализа требований - что делаете?",Интервьюер усложняет исходный кейс и проверяет аргументированное несогласие с архитектурным решением.,"есть ли случаи, когда микросервисная архитектура в банке была бы избыточной?",Теперь интервьюер проверяет случаи избыточности микросервисов и последствия выбранного решения.,"Аналитик поставляет бизнес-контекст, сценарии, данные, интеграции и NFR; архитектурное решение принимается совместно с архитектором и командой. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Аналитик поставляет бизнес-контекст, сценарии, данные, интеграции и NFR; архитектурное решение принимается совместно с архитектором и командой. API-контракт обычно входит в артефакты аналитика, но границы ответственности зависят от команды; микросервисы выбирают не из-за отрасли, а из-за доменов, масштабирования и автономности. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Аналитик поставляет бизнес-контекст, сценарии, данные, интеграции и NFR; архитектурное решение принимается совместно с архитектором и командой. API-контракт обычно входит в артефакты аналитика, но границы ответственности зависят от команды; микросервисы выбирают не из-за отрасли, а из-за доменов, масштабирования и автономности. Сильный ответ сравнивает монолит и микросервисы по стоимости изменений, консистентности, эксплуатации, безопасности и организационной структуре.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html
Что помимо бизнес-процессов и требований входит в хороший бизнес-анализ? Чем юзкейс отличается от пользовательской истории и от бизнес-процесса? Кто является заинтересованной стороной в конкретном примере?,"Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «Артефакты бизнес-анализа и заинтересованные стороны».",мидл,требования,"а если заинтересованная сторона появляется уже в процессе разработки, а не была учтена изначально - как это исправить?",Интервьюер усложняет исходный кейс и проверяет поздно обнаруженного стейкхолдера.,"как вы определяете, что бизнес-анализ по проекту достаточен и можно двигаться дальше?",Теперь интервьюер проверяет критерии достаточности анализа и последствия выбранного решения.,"Кроме процессов нужны цели, scope, стейкхолдеры, правила, данные, риски, ограничения, словарь, требования и критерии приёмки. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Кроме процессов нужны цели, scope, стейкхолдеры, правила, данные, риски, ограничения, словарь, требования и критерии приёмки. User story фиксирует ценность, use case — взаимодействие актор-система, бизнес-процесс — сквозной поток работ. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Кроме процессов нужны цели, scope, стейкхолдеры, правила, данные, риски, ограничения, словарь, требования и критерии приёмки. User story фиксирует ценность, use case — взаимодействие актор-система, бизнес-процесс — сквозной поток работ. Сильный ответ показывает трассировку от цели до реализации, анализ влияния и критерии достаточности по риску и решениям.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0
"Как в BPMN отображаются повторяющиеся действия? Чем диаграмма классов отличается от ER-диаграммы, агрегация от композиции?","Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «BPMN и модели данных».",мидл,требования,"а как в BPMN показать, что цикл должен прерваться при определённом условии?",Интервьюер усложняет исходный кейс и проверяет условие завершения цикла.,в каком случае вы бы выбрали ER-диаграмму вместо диаграммы классов для одной и той же задачи?,Теперь интервьюер проверяет выбор между ER и UML для конкретной задачи и последствия выбранного решения.,"Цикл в BPMN показывается loop marker или условным потоком; ER-модель описывает данные, диаграмма классов — структуру объектов и поведение. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Цикл в BPMN показывается loop marker или условным потоком; ER-модель описывает данные, диаграмма классов — структуру объектов и поведение. Композиция означает зависимый жизненный цикл части, агрегация — более слабое владение. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Цикл в BPMN показывается loop marker или условным потоком; ER-модель описывает данные, диаграмма классов — структуру объектов и поведение. Композиция означает зависимый жизненный цикл части, агрегация — более слабое владение. Сильный ответ выбирает нотацию по аудитории и задаче, объясняет ограничения семантики и не смешивает модель процесса с моделью данных.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.omg.org/bpmn/
К какому семейству взаимодействия относится REST? В чём отличие от SOAP и RPC? Какие принципы REST ускоряют быстродействие?,"Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «REST, SOAP и RPC: семейства взаимодействия».",мидл,интеграции,"а если система изначально построена на SOAP - в каких случаях стоит мигрировать на REST, а в каких нет смысла?",Интервьюер усложняет исходный кейс и проверяет цену миграции существующего SOAP-контракта.,RPC и REST оба могут работать по HTTP - тогда в чём их принципиальное различие?,Теперь интервьюер проверяет разницу resource-oriented и operation-oriented API и последствия выбранного решения.,REST — архитектурный стиль вокруг ресурсов и uniform interface; SOAP — протокол сообщений с WS-*; RPC моделирует удалённый вызов процедуры. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"REST — архитектурный стиль вокруг ресурсов и uniform interface; SOAP — протокол сообщений с WS-*; RPC моделирует удалённый вызов процедуры. Производительность REST не гарантируется самим названием: помогают stateless, кэширование и слоистость, но важны контракт и реализация. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","REST — архитектурный стиль вокруг ресурсов и uniform interface; SOAP — протокол сообщений с WS-*; RPC моделирует удалённый вызов процедуры. Производительность REST не гарантируется самим названием: помогают stateless, кэширование и слоистость, но важны контракт и реализация. Сильный ответ выбирает подход по контрактности, экосистеме, streaming, совместимости и требованиям безопасности, а не по моде.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://ics.uci.edu/~fielding/pubs/dissertation/rest_arch_style.htm
"Чем контейнер отличается от компонента в нотации C4? По какому признаку определяется, что часть системы - отдельный контейнер, а не компонент?","Представь, что интервьюер просит обосновать архитектурное решение и его ограничения. Тема исходного документа: «C4: контейнеры и компоненты».",мидл,архитектура,"а как быть, если один и тот же элемент системы в разных проектах может быть и контейнером, и компонентом?",Интервьюер усложняет исходный кейс и проверяет относительность уровня детализации.,"нужно ли показывать в C4 внешние системы, с которыми вы интегрируетесь, и на каком уровне диаграммы?",Теперь интервьюер проверяет границы системы и внешние зависимости и последствия выбранного решения.,Контейнер — отдельно запускаемое или хранимое приложение/хранилище; компонент — значимая внутренняя часть контейнера. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.,"Контейнер — отдельно запускаемое или хранимое приложение/хранилище; компонент — значимая внутренняя часть контейнера. Граница определяется deployment/runtime и ответственностью; внешние системы показываются на context/container уровнях. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Контейнер — отдельно запускаемое или хранимое приложение/хранилище; компонент — значимая внутренняя часть контейнера. Граница определяется deployment/runtime и ответственностью; внешние системы показываются на context/container уровнях. Сильный ответ использует уровни как масштаб, избегает путаницы с Docker-контейнером и обновляет диаграммы вместе с архитектурными изменениями.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://c4model.com/diagrams
"Как хранились данные в Teradata, какого рода была денормализация, как обеспечивалась консистентность между источниками?","Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «Хранилище данных и консистентность».",сеньор,бд,"а что происходило, если приоритетный источник данных сам оказывался недоступен?",Интервьюер усложняет исходный кейс и проверяет деградацию при недоступном master-source.,как часто перепроверялась корректность денормализованных данных?,Теперь интервьюер проверяет контроль качества денормализованных витрин и последствия выбранного решения.,"Ответ должен описать конкретную модель Teradata, причины денормализации и источник истины для каждого атрибута. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Ответ должен описать конкретную модель Teradata, причины денормализации и источник истины для каждого атрибута. Консистентность обеспечивается правилами приоритета, batch/CDC-загрузками, сверками, quality checks и обработкой опоздавших данных. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Ответ должен описать конкретную модель Teradata, причины денормализации и источник истины для каждого атрибута. Консистентность обеспечивается правилами приоритета, batch/CDC-загрузками, сверками, quality checks и обработкой опоздавших данных. Сильный ответ называет SLA свежести, lineage, reconciliation, replay, карантин ошибок и процесс изменения master-source.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html
"Как организовано взаимодействие мобильного приложения с внутренним контуром банка, как устроена демилитаризованная зона для файлового обмена?","Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «Архитектура и безопасность мобильного взаимодействия».",сеньор,безопасность,а если файл не прошёл проверку в демилитаризованной зоне - что видит пользователь?,Интервьюер усложняет исходный кейс и проверяет пользовательский сценарий отклонённого файла.,"меняется ли эта схема, если запрос идёт не от мобильного приложения, а от партнёрской системы?",Теперь интервьюер проверяет разные trust boundary для мобильного клиента и партнёра и последствия выбранного решения.,"Мобильный клиент не ходит во внутренний контур напрямую: используются API gateway/WAF, аутентификация, TLS и контролируемые сервисные границы. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Мобильный клиент не ходит во внутренний контур напрямую: используются API gateway/WAF, аутентификация, TLS и контролируемые сервисные границы. Файлы проходят карантин в DMZ, проверку типа/размера/антивируса, безопасное переименование и только затем передаются внутрь. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Мобильный клиент не ходит во внутренний контур напрямую: используются API gateway/WAF, аутентификация, TLS и контролируемые сервисные границы. Файлы проходят карантин в DMZ, проверку типа/размера/антивируса, безопасное переименование и только затем передаются внутрь. Сильный ответ раскрывает zero trust, least privilege, аудит, шифрование, асинхронный статус проверки, fail-closed и различия каналов партнёров.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9700
Какие ключевые преимущества gRPC для межсервисного взаимодействия? Какая разница появилась после перехода в конкретной команде?,"Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «gRPC: практическая ценность перехода».",мидл-сеньор,интеграции,а если бы преимущества так и не проявились - стали бы вы предлагать откат на REST?,Интервьюер усложняет исходный кейс и проверяет критерии признания миграции неуспешной.,"с какими сложностями столкнулась команда именно в процессе перехода, а не после него?",Теперь интервьюер проверяет риски и цена переходного периода и последствия выбранного решения.,"gRPC даёт типизированный контракт, генерацию клиентов, HTTP/2, streaming, deadlines и компактный бинарный формат. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","gRPC даёт типизированный контракт, генерацию клиентов, HTTP/2, streaming, deadlines и компактный бинарный формат. Ценность подтверждается метриками latency, bandwidth, ошибками контракта и скоростью разработки, а не фактом миграции. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","gRPC даёт типизированный контракт, генерацию клиентов, HTTP/2, streaming, deadlines и компактный бинарный формат. Ценность подтверждается метриками latency, bandwidth, ошибками контракта и скоростью разработки, а не фактом миграции. Сильный ответ описывает ограничения браузеров/партнёров, observability, schema evolution, rollout, rollback и стоимость обучения.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://grpc.io/docs/what-is-grpc/core-concepts/
"Что было предусмотрено для резервирования, геораспределения, проверки катастрофоустойчивости?","Представь, что интервьюер просит обосновать архитектурное решение и его ограничения. Тема исходного документа: «Отказоустойчивость и масштабирование».",сеньор,архитектура,"а был ли реальный случай отказа, на котором проверялось резервирование, или всё оставалось только в теории?",Интервьюер усложняет исходный кейс и проверяет фактическую проверку механизма отказа.,почему геораспределение не стало приоритетом для этого проекта - было ли это осознанное решение?,Теперь интервьюер проверяет обоснование границ геораспределения и последствия выбранного решения.,"Ожидаются репликация, health checks, автоматическое переключение, бэкапы и устранение single points of failure. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Ожидаются репликация, health checks, автоматическое переключение, бэкапы и устранение single points of failure. Нужно назвать RTO/RPO, capacity planning, регулярные restore/failover tests и результаты нагрузочных испытаний. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Ожидаются репликация, health checks, автоматическое переключение, бэкапы и устранение single points of failure. Нужно назвать RTO/RPO, capacity planning, регулярные restore/failover tests и результаты нагрузочных испытаний. Сильный ответ связывает multi-AZ/region с бизнес-критичностью, описывает graceful degradation, chaos testing и измеримые SLO.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.aws.amazon.com/wellarchitected/latest/framework/welcome.html
"Как построен процесс поставки требований, есть ли автотесты и нагрузочное тестирование?","Представь, что интервьюер проверяет работу аналитика с требованиями, моделями и командой. Тема исходного документа: «Процесс разработки и тестирования».",мидл,требования,"а что происходит, если требование поступило уже после начала спринта - оно попадает в текущий или следующий?",Интервьюер усложняет исходный кейс и проверяет обработку срочного требования внутри спринта.,"кто решает, какой функционал обязательно должен быть покрыт автотестами, а какой нет?",Теперь интервьюер проверяет risk-based подход к автоматизации тестов и последствия выбранного решения.,"Аналитик проводит требование через discovery, согласование, декомпозицию, Definition of Ready, разработку, тестирование и приёмку. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Аналитик проводит требование через discovery, согласование, декомпозицию, Definition of Ready, разработку, тестирование и приёмку. Покрытие автотестами выбирается по риску и критичности; нагрузочные тесты проверяют утверждённые NFR на репрезентативном стенде. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Аналитик проводит требование через discovery, согласование, декомпозицию, Definition of Ready, разработку, тестирование и приёмку. Покрытие автотестами выбирается по риску и критичности; нагрузочные тесты проверяют утверждённые NFR на репрезентативном стенде. Сильный ответ показывает change management, трассировку, quality gates, метрики дефектов и обратную связь после релиза.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0
"Что такое REST, какие методы и коды ответов бывают? Как работает gRPC, как определяется получатель сообщения при нескольких consumer'ах?","Представь, что интервьюер проверяет проектирование интеграции на практическом системном кейсе. Тема исходного документа: «REST и gRPC: базовая теория».",джун,интеграции,"а какой код ответа вернете, если запрос корректный, но у пользователя нет прав на это действие?",Интервьюер усложняет исходный кейс и проверяет авторизацию и выбор HTTP-кода.,"чем отличается 401 от 403 с точки зрения того, что происходит дальше на клиенте?",Теперь интервьюер проверяет разницу 401 и 403 для клиента и последствия выбранного решения.,"REST использует ресурсы, HTTP-методы и статус-коды; gRPC вызывает методы сервиса по контракту, обычно описанному в proto. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","REST использует ресурсы, HTTP-методы и статус-коды; gRPC вызывает методы сервиса по контракту, обычно описанному в proto. 401 означает отсутствие/невалидность аутентификации, 403 — известный пользователь без права; метод gRPC задаётся в service definition. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","REST использует ресурсы, HTTP-методы и статус-коды; gRPC вызывает методы сервиса по контракту, обычно описанному в proto. 401 означает отсутствие/невалидность аутентификации, 403 — известный пользователь без права; метод gRPC задаётся в service definition. Сильный ответ не смешивает gRPC consumer с Kafka consumer, знает unary/streaming вызовы и различает транспорт, стиль API и брокер.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://grpc.io/docs/what-is-grpc/core-concepts/
"Чем отличаются LEFT JOIN и RIGHT JOIN, для чего используется HAVING?","Представь, что собеседование дошло до модели данных, SQL и гарантий хранения. Тема исходного документа: «SQL: JOIN и HAVING».",джун-мидл,бд,а можно ли переписать любой RIGHT JOIN через LEFT JOIN - что для этого нужно поменять?,Интервьюер усложняет исходный кейс и проверяет эквивалентность направлений outer join.,почему нельзя использовать агрегатную функцию в WHERE вместо HAVING?,Теперь интервьюер проверяет этап выполнения агрегатного фильтра и последствия выбранного решения.,"LEFT JOIN сохраняет строки слева, RIGHT JOIN — справа; HAVING фильтрует группы после агрегации. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","LEFT JOIN сохраняет строки слева, RIGHT JOIN — справа; HAVING фильтрует группы после агрегации. RIGHT JOIN переписывается перестановкой таблиц в LEFT JOIN; агрегаты обычно нельзя фильтровать в WHERE, потому что группы ещё не построены. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","LEFT JOIN сохраняет строки слева, RIGHT JOIN — справа; HAVING фильтрует группы после агрегации. RIGHT JOIN переписывается перестановкой таблиц в LEFT JOIN; агрегаты обычно нельзя фильтровать в WHERE, потому что группы ещё не построены. Сильный ответ объясняет логический порядок SQL, HAVING без GROUP BY как одну общую группу и влияние NULL.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.postgresql.org/docs/current/
Чья зона ответственности - проверка пользователя в чёрном списке: основного сервиса или отдела безопасности?,"Представь, что интервьюер проверяет, как аналитик учитывает угрозы, права и защиту данных. Тема исходного документа: «Кейс без единственно верного ответа: авторизация».",сеньор,безопасность,а если отдел безопасности недоступен в момент запроса - основной сервис пропускает пользователя или блокирует по умолчанию?,Интервьюер усложняет исходный кейс и проверяет безопасное поведение при отказе зависимости.,"как часто должен обновляться чёрный список, чтобы решение оставалось актуальным?",Теперь интервьюер проверяет свежесть и распространение политики и последствия выбранного решения.,"Владелец политики — безопасность/риск, а enforcement должен быть встроен в основной путь авторизации с чётким контрактом. Для джуна достаточно корректно назвать базовые понятия и ход решения; минусом будет ответ без применения к кейсу.","Владелец политики — безопасность/риск, а enforcement должен быть встроен в основной путь авторизации с чётким контрактом. Нужно согласовать fail-open/fail-closed по риску, кэш списка, TTL, аудит решений и поведение при недоступности. От мидла ожидается связное решение с контрактами, ошибками и ограничениями.","Владелец политики — безопасность/риск, а enforcement должен быть встроен в основной путь авторизации с чётким контрактом. Нужно согласовать fail-open/fail-closed по риску, кэш списка, TTL, аудит решений и поведение при недоступности. Сильный ответ определяет RACI, источник истины, latency/SLA, emergency process, мониторинг рассинхронизации и ответственность за инцидент.",Google Doc «Вопросы для бота»: https://docs.google.com/document/d/1LSoS996VSoVt1HOYazlfqBFc5dgIQ3EmM72rivm6unc/edit?tab=t.0; опорный источник: https://www.rfc-editor.org/rfc/rfc9700
